subject,trial,condition,word,ink,rt,accuracy
8,1,congruent,BLUE,blue,563.865327879711,1
8,2,congruent,BLUE,blue,429.40430992820274,1
8,3,congruent,RED,red,504.15912469779653,0
8,4,congruent,BLUE,blue,376.7214164957736,1
8,5,congruent,GREEN,green,574.7900580533034,0
8,6,congruent,YELLOW,yellow,471.42603981468073,1
8,7,congruent,BLUE,blue,622.4414889808053,1
8,8,congruent,YELLOW,yellow,503.34475488529847,1
8,9,congruent,GREEN,green,648.7887798237847,1
8,10,congruent,GREEN,green,526.7909349704796,1
8,11,congruent,GREEN,green,484.8268100632136,1
8,12,congruent,GREEN,green,580.9651996316634,1
8,13,congruent,RED,red,542.3959451203235,1
8,14,congruent,RED,red,455.5584021268239,1
8,15,congruent,YELLOW,yellow,556.1800019420748,1
8,16,congruent,BLUE,blue,550.4698966224008,1
8,17,congruent,YELLOW,yellow,529.8334138969361,1
8,18,congruent,RED,red,471.482913525993,1
8,19,congruent,YELLOW,yellow,495.981871954131,0
8,20,congruent,GREEN,green,570.3090247126393,1
8,21,congruent,YELLOW,yellow,589.9749988190981,1
8,22,congruent,YELLOW,yellow,523.8312995476455,1
8,23,congruent,GREEN,green,435.4500115491943,1
8,24,congruent,YELLOW,yellow,560.3050310105154,1
8,25,congruent,GREEN,green,511.99146824821497,1
8,26,congruent,YELLOW,yellow,590.9897305423266,1
8,27,congruent,BLUE,blue,371.8859159994488,1
8,28,congruent,BLUE,blue,440.46718771870945,0
8,29,congruent,RED,red,542.612515307024,1
8,30,congruent,RED,red,391.7652013576617,1
8,31,congruent,GREEN,green,719.8952935674334,1
8,32,congruent,BLUE,blue,431.85623532709093,1
8,33,congruent,RED,red,535.7768568501986,1
8,34,congruent,BLUE,blue,361.76205959948044,1
8,35,congruent,RED,red,676.4041156098901,1
8,36,congruent,BLUE,blue,558.0652345025836,1
8,37,congruent,GREEN,green,458.88743209646805,1
8,38,congruent,YELLOW,yellow,520.8905371681122,1
8,39,congruent,GREEN,green,443.1618268438751,1
