subject,trial,condition,word,ink,rt,accuracy
28,1,congruent,YELLOW,yellow,581.3802258837684,1
28,2,congruent,GREEN,green,401.82328616824066,1
28,3,congruent,BLUE,blue,454.1619353243546,1
28,4,congruent,RED,red,454.2349945917479,1
28,5,congruent,BLUE,blue,535.6990071125545,1
28,6,congruent,RED,red,482.400819554295,1
28,7,congruent,YELLOW,yellow,476.053050099723,1
28,8,congruent,YELLOW,yellow,328.1502994727457,1
28,9,congruent,BLUE,blue,455.3690170886605,1
28,10,congruent,GREEN,green,393.84957332492274,1
28,11,congruent,BLUE,blue,522.9331438302324,1
28,12,congruent,BLUE,blue,496.77249463924244,1
28,13,congruent,YELLOW,yellow,452.12338760100545,1
28,14,congruent,BLUE,blue,563.5773709240519,1
28,15,congruent,BLUE,blue,287.35885495524286,0
28,16,congruent,GREEN,green,465.25477308761253,0
28,17,congruent,GREEN,green,552.9742186004999,1
28,18,congruent,YELLOW,yellow,493.3029801114913,1
28,19,congruent,GREEN,green,536.0825270658047,1
28,20,congruent,BLUE,blue,573.8153579067781,1
28,21,congruent,RED,red,556.6836200841743,1
28,22,congruent,GREEN,green,546.3697261291131,1
28,23,congruent,BLUE,blue,550.3506310884629,1
28,24,congruent,BLUE,blue,339.48233662722174,1
28,25,congruent,YELLOW,yellow,506.8513631153426,1
28,26,congruent,BLUE,blue,522.7285656452357,1
28,27,congruent,GREEN,green,494.47123993628037,1
28,28,congruent,BLUE,blue,351.6786438210793,1
28,29,congruent,RED,red,422.6707396793118,1
28,30,congruent,BLUE,blue,434.22175843490146,0
28,31,congruent,YELLOW,yellow,577.9035516750953,1
28,32,congruent,RED,red,484.1871813404068,1
28,33,congruent,GREEN,green,563.319720937796,1
28,34,congruent,YELLOW,yellow,515.1191377016758,1
28,35,congruent,YELLOW,yellow,427.5752177308182,1
28,36,congruent,YELLOW,yellow,477.86602274991003,1
28,37,congruent,BLUE,blue,523.4473636302267,1
28,38,congruent,BLUE,blue,425.24290761973276,1
28,39,congruent,YELLOW,yellow,537.0327062662078,1
28,40,congruent,RED,red,585.8052561398179,1
28,41,congruent,BLUE,blue,616.1905712052892,1
28,42,congruent,GREEN,green,660.0979353805886,1
28,43,congruent,YELLOW,yellow,435.2526345400881,1
28,44,congruent,YELLOW,yellow,452.1539198265207,1
28,45,congruent,GREEN,green,448.286596879181,1
28,46,congruent,YELLOW,yellow,435.4305849208373,1
28,47,congruent,GREEN,green,548.3623163469789,1
28,48,congruent,BLUE,blue,351.9817427024567,0
28,49,congruent,GREEN,green,612.5182148888699,1
28,50,congruent,YELLOW,yellow,383.5989903390435,1
28,51,congruent,BLUE,blue,392.32743665903644,0
28,52,congruent,RED,red,507.2618009962828,1
28,53,congruent,RED,red,439.9953817225308,1
28,54,congruent,BLUE,blue,437.60368664308135,1
28,55,congruent,BLUE,blue,540.9698576184767,1
28,56,congruent,YELLOW,yellow,490.02538457532415,1
28,57,congruent,YELLOW,yellow,576.1843860210374,1
28,58,congruent,RED,red,516.4195952331364,1
28,59,congruent,BLUE,blue,494.2557867129699,1
28,60,congruent,RED,red,575.7321285076396,1
28,61,congruent,GREEN,green,673.8484761794098,1
28,62,congruent,RED,red,449.4673835860421,1
28,63,congruent,GREEN,green,497.97360407094635,1
28,64,congruent,YELLOW,yellow,564.2494631878344,1
28,65,congruent,YELLOW,yellow,496.19985598875786,1
28,66,congruent,YELLOW,yellow,541.0478192754031,1
28,67,congruent,RED,red,648.2550136692798,1
28,68,congruent,YELLOW,yellow,617.4872336265363,1
28,69,congruent,YELLOW,yellow,490.2412516252588,1
28,70,congruent,GREEN,green,554.2611509006142,1
28,71,congruent,YELLOW,yellow,548.9172222582589,1
28,72,congruent,YELLOW,yellow,487.3890576272216,1
28,73,congruent,YELLOW,yellow,407.8947380795976,0
28,74,congruent,YELLOW,yellow,466.55747820732,1
28,75,congruent,RED,red,529.1841552829568,1
28,76,congruent,GREEN,green,558.2232900063187,1
28,77,congruent,RED,red,466.78151183594525,1
28,78,congruent,BLUE,blue,482.1571959577611,1
28,79,congruent,GREEN,green,460.5464389104888,1
28,80,congruent,GREEN,green,359.6360653513433,1
28,81,congruent,BLUE,blue,429.38542223278773,1
28,82,congruent,GREEN,green,514.6089799960137,1
28,83,congruent,BLUE,blue,476.9084195287706,1
28,84,congruent,YELLOW,yellow,467.5082501389695,1
28,85,congruent,RED,red,460.53412031480326,0
28,86,congruent,YELLOW,yellow,411.056730161519,1
28,87,congruent,GREEN,green,571.1103669436186,1
28,88,congruent,GREEN,green,522.867136626923,1
28,89,congruent,RED,red,387.2266268628734,1
28,90,congruent,RED,red,426.7273274942313,1
28,91,congruent,YELLOW,yellow,518.8531808164926,1
28,92,congruent,RED,red,441.2364101389448,1
28,93,congruent,BLUE,blue,458.0953554168184,1
28,94,congruent,BLUE,blue,500.0607583991225,1
28,95,congruent,BLUE,blue,539.2016007537107,1
28,96,congruent,RED,red,516.6913780904367,1
28,97,congruent,YELLOW,yellow,585.0144823431245,1
28,98,congruent,YELLOW,yellow,469.37142272621975,1
28,99,congruent,GREEN,green,405.2926438672064,1
28,100,congruent,RED,red,527.7779239872838,1
28,101,incongruent,RED,green,591.4930074265844,1
28,102,incongruent,YELLOW,green,745.8380130770591,1
28,103,incongruent,YELLOW,red,528.0080196558677,1
28,104,incongruent,GREEN,yellow,872.0773549437126,1
28,105,incongruent,BLUE,green,684.0757005692952,1
28,106,incongruent,RED,blue,689.4758260709135,0
28,107,incongruent,RED,blue,771.034927069667,0
28,108,incongruent,GREEN,red,541.9202872242116,0
28,109,incongruent,YELLOW,red,736.623544940436,1
28,110,incongruent,BLUE,green,549.8222287067747,1
28,111,incongruent,BLUE,green,748.9502820599016,0
28,112,incongruent,GREEN,yellow,651.7903709367492,0
28,113,incongruent,BLUE,green,635.9144324201362,1
28,114,incongruent,GREEN,red,621.5686857485691,1
28,115,incongruent,RED,green,679.3558771975194,1
28,116,incongruent,YELLOW,blue,653.6288138024955,1
28,117,incongruent,YELLOW,red,749.3347172569001,1
28,118,incongruent,YELLOW,green,794.3301728986889,1
28,119,incongruent,BLUE,yellow,598.2626356854563,1
28,120,incongruent,GREEN,blue,630.5375073785816,1
28,121,incongruent,GREEN,blue,660.0187853527752,1
28,122,incongruent,GREEN,blue,664.0643763173144,1
28,123,incongruent,GREEN,red,700.2114153151483,1
28,124,incongruent,GREEN,yellow,513.5322975192771,1
28,125,incongruent,YELLOW,blue,524.8859080665374,1
28,126,incongruent,BLUE,yellow,800.6315297846886,0
28,127,incongruent,BLUE,red,593.6060596515167,0
28,128,incongruent,BLUE,red,546.6492243624143,1
28,129,incongruent,GREEN,blue,740.2925539094348,1
28,130,incongruent,YELLOW,green,669.1013214683313,0
28,131,incongruent,BLUE,green,518.2281830606204,1
28,132,incongruent,RED,yellow,494.65766598342555,1
28,133,incongruent,GREEN,yellow,465.55405277482305,1
28,134,incongruent,RED,blue,728.8064941249405,1
28,135,incongruent,RED,green,629.5884729545837,1
28,136,incongruent,RED,blue,645.4959920370312,1
28,137,incongruent,YELLOW,red,657.708196874184,1
28,138,incongruent,GREEN,blue,474.6737606211253,1
28,139,incongruent,YELLOW,green,658.6617871325109,1
28,140,incongruent,YELLOW,red,683.6797314331383,1
28,141,incongruent,BLUE,red,640.3559183375503,1
28,142,incongruent,GREEN,red,729.9172225359298,1
28,143,incongruent,YELLOW,green,558.1402754973072,0
28,144,incongruent,BLUE,red,552.0169378925975,1
28,145,incongruent,RED,yellow,629.1595984870763,1
28,146,incongruent,GREEN,blue,667.4696534479871,1
28,147,incongruent,BLUE,red,433.04348009619343,1
28,148,incongruent,YELLOW,red,654.5929197652899,1
28,149,incongruent,YELLOW,blue,773.4128311791186,1
28,150,incongruent,YELLOW,blue,532.1747221760991,1
28,151,incongruent,YELLOW,red,626.4054967534596,0
28,152,incongruent,BLUE,green,611.9250954606725,0
28,153,incongruent,BLUE,red,557.5780951771992,1
28,154,incongruent,BLUE,red,685.8077241060596,1
28,155,incongruent,RED,blue,704.0883605399592,0
28,156,incongruent,RED,blue,555.3969790904472,0
28,157,incongruent,YELLOW,red,662.8840048217295,0
28,158,incongruent,RED,green,497.2487335187797,0
28,159,incongruent,BLUE,green,597.7911780994631,1
28,160,incongruent,YELLOW,green,587.8061635346546,1
28,161,incongruent,GREEN,blue,541.6874318398908,1
28,162,incongruent,GREEN,yellow,708.7727962404826,1
28,163,incongruent,BLUE,red,771.0503320807715,1
28,164,incongruent,GREEN,red,621.9783431887664,1
28,165,incongruent,YELLOW,red,757.3631886018658,1
28,166,incongruent,GREEN,yellow,728.95386613085,1
28,167,incongruent,GREEN,blue,630.4150254115236,1
28,168,incongruent,YELLOW,blue,683.3171770143688,1
28,169,incongruent,BLUE,yellow,704.9204899143872,1
28,170,incongruent,BLUE,yellow,559.8901241482482,0
28,171,incongruent,RED,green,663.2193566150609,1
28,172,incongruent,RED,yellow,749.968636076957,1
28,173,incongruent,YELLOW,red,797.5568453513279,0
