subject,trial,condition,word,ink,rt,accuracy
14,1,congruent,BLUE,blue,442.25676855050574,1
14,2,congruent,GREEN,green,485.3618099380378,1
14,3,congruent,BLUE,blue,471.2550254674081,1
14,4,congruent,RED,red,331.7597974905818,1
14,5,congruent,GREEN,green,471.403036009459,1
14,6,congruent,BLUE,blue,334.19140883356795,1
14,7,congruent,RED,red,380.22796460685765,1
14,8,congruent,RED,red,516.0294966275452,1
14,9,congruent,BLUE,blue,526.7939384210457,1
14,10,congruent,YELLOW,yellow,554.6156858138526,1
14,11,congruent,YELLOW,yellow,446.97696647224933,1
14,12,congruent,YELLOW,yellow,539.7868568831922,1
14,13,congruent,GREEN,green,591.789981821967,1
14,14,congruent,GREEN,green,463.27028640214206,0
14,15,congruent,RED,red,545.2289638328255,1
14,16,congruent,YELLOW,yellow,366.50655133365717,1
14,17,congruent,BLUE,blue,469.3550027635368,1
14,18,congruent,RED,red,499.32210661365303,1
14,19,congruent,BLUE,blue,540.8168295804311,1
14,20,congruent,RED,red,425.4390499570738,1
14,21,congruent,RED,red,479.4043055597636,1
14,22,congruent,GREEN,green,509.42583339180584,1
14,23,congruent,RED,red,572.3231520692528,1
14,24,congruent,BLUE,blue,563.6236903362782,1
14,25,congruent,RED,red,486.82670491341815,1
14,26,congruent,RED,red,523.3505855440342,1
14,27,congruent,BLUE,blue,523.0736097195079,1
14,28,congruent,YELLOW,yellow,437.3770428242097,1
14,29,congruent,YELLOW,yellow,690.5481896040134,1
14,30,congruent,YELLOW,yellow,516.7372493380242,1
14,31,congruent,BLUE,blue,538.4765465855297,1
14,32,congruent,BLUE,blue,393.4889654780403,1
14,33,congruent,BLUE,blue,481.101559413396,1
14,34,congruent,YELLOW,yellow,485.71973435588876,1
14,35,congruent,GREEN,green,564.5574004084635,1
14,36,congruent,GREEN,green,539.2781786910874,1
14,37,congruent,GREEN,green,483.60036861527493,1
14,38,congruent,YELLOW,yellow,538.570832204005,1
14,39,congruent,BLUE,blue,530.4217553678094,0
14,40,congruent,RED,red,583.4630835398647,1
14,41,congruent,YELLOW,yellow,590.815259325332,1
14,42,congruent,YELLOW,yellow,540.4223473088316,1
14,43,congruent,BLUE,blue,407.9108137164345,0
14,44,congruent,GREEN,green,475.2470684194238,1
14,45,congruent,RED,red,470.68606251776345,1
14,46,congruent,YELLOW,yellow,622.5039486042142,1
14,47,congruent,GREEN,green,483.0759564031271,1
14,48,congruent,BLUE,blue,447.9286924319017,0
14,49,congruent,BLUE,blue,658.0865517413001,1
14,50,congruent,BLUE,blue,625.5487823236876,1
14,51,congruent,YELLOW,yellow,490.8966001584724,1
14,52,congruent,BLUE,blue,540.8563299249894,1
14,53,congruent,YELLOW,yellow,408.74637513411835,1
14,54,congruent,RED,red,546.8054078404296,1
14,55,congruent,YELLOW,yellow,454.93727377328423,1
14,56,congruent,GREEN,green,488.45519760987156,1
14,57,congruent,BLUE,blue,433.0066856301652,1
14,58,congruent,GREEN,green,329.7291655026335,1
14,59,congruent,GREEN,green,388.0763033069773,1
14,60,congruent,BLUE,blue,567.3854337112518,1
14,61,congruent,GREEN,green,392.03808346433345,1
14,62,congruent,YELLOW,yellow,452.140601911695,1
14,63,congruent,YELLOW,yellow,423.5334128023029,1
14,64,congruent,YELLOW,yellow,488.40628885222037,1
14,65,congruent,GREEN,green,547.4807092611655,1
14,66,congruent,RED,red,472.8583731188307,1
