subject,trial,condition,word,ink,rt,accuracy
30,1,congruent,YELLOW,yellow,380.4897301386667,1
30,2,congruent,YELLOW,yellow,550.4578753656205,1
30,3,congruent,BLUE,blue,546.0275477450793,1
30,4,congruent,RED,red,399.6909113795043,1
30,5,congruent,GREEN,green,471.11175034126677,1
30,6,congruent,YELLOW,yellow,606.972926343095,1
30,7,congruent,BLUE,blue,585.303174248692,1
30,8,congruent,YELLOW,yellow,435.6960017433778,1
30,9,congruent,BLUE,blue,436.65826696200395,1
30,10,congruent,GREEN,green,389.2991441334066,1
30,11,congruent,YELLOW,yellow,377.38551884462913,1
30,12,congruent,YELLOW,yellow,526.506815528335,1
30,13,congruent,BLUE,blue,578.9260247635825,1
30,14,congruent,BLUE,blue,530.8085784889397,1
30,15,congruent,RED,red,438.85565234537717,1
30,16,congruent,GREEN,green,416.57276986190084,1
30,17,congruent,RED,red,534.8537915284596,1
30,18,congruent,YELLOW,yellow,618.6971712884679,1
30,19,congruent,YELLOW,yellow,486.6745593704739,0
30,20,congruent,GREEN,green,527.3642259002322,1
30,21,congruent,GREEN,green,565.2863153280248,1
30,22,congruent,BLUE,blue,415.2880090689631,1
30,23,congruent,YELLOW,yellow,394.8275226577634,1
30,24,congruent,BLUE,blue,515.2986908905634,1
30,25,congruent,YELLOW,yellow,644.0872940008118,1
30,26,congruent,RED,red,489.32124180861223,1
30,27,congruent,BLUE,blue,426.97684206187716,1
30,28,congruent,RED,red,428.5640629051203,1
30,29,congruent,GREEN,green,504.7137163535773,1
30,30,congruent,GREEN,green,533.4075465977988,1
30,31,congruent,RED,red,499.88345377128275,1
30,32,congruent,RED,red,518.9034679407655,1
30,33,congruent,GREEN,green,449.7273199119251,1
30,34,congruent,YELLOW,yellow,562.3963146002487,1
30,35,congruent,RED,red,460.63445199848206,1
30,36,congruent,RED,red,597.8559810055642,1
30,37,congruent,YELLOW,yellow,411.85742293488073,0
30,38,congruent,YELLOW,yellow,405.24376116907075,1
30,39,congruent,RED,red,388.1017788481745,1
30,40,congruent,YELLOW,yellow,544.1268796496672,1
30,41,congruent,GREEN,green,547.6238670334014,1
