subject,trial,condition,word,ink,rt,accuracy
9,1,congruent,GREEN,green,427.1236186327908,1
9,2,congruent,RED,red,457.79802213906794,1
9,3,congruent,BLUE,blue,489.79646834354116,1
9,4,congruent,RED,red,501.0425393081467,1
9,5,congruent,RED,red,487.4529651348527,1
9,6,congruent,YELLOW,yellow,432.98977151575025,1
9,7,congruent,RED,red,520.5892922836545,1
9,8,congruent,RED,red,521.289238764873,1
9,9,congruent,YELLOW,yellow,516.4447982250642,1
9,10,congruent,BLUE,blue,476.08648725842374,1
9,11,congruent,BLUE,blue,512.4640702667948,1
9,12,congruent,GREEN,green,381.9893034095724,1
9,13,congruent,GREEN,green,444.34803628818673,0
9,14,congruent,GREEN,green,375.2459169489956,1
9,15,congruent,BLUE,blue,426.7320833100103,1
9,16,congruent,GREEN,green,473.1399106592155,1
9,17,congruent,YELLOW,yellow,658.9098480742871,1
9,18,congruent,YELLOW,yellow,501.2314745779404,1
9,19,congruent,GREEN,green,483.08849690859523,1
9,20,congruent,GREEN,green,450.61898079458615,1
9,21,congruent,RED,red,435.3463564673895,1
9,22,congruent,YELLOW,yellow,464.16865127833415,1
9,23,congruent,GREEN,green,593.5659725902669,1
9,24,congruent,GREEN,green,590.9899149785604,1
9,25,congruent,GREEN,green,474.83461489076865,1
9,26,congruent,RED,red,507.19893282637526,1
9,27,congruent,BLUE,blue,518.6087283378372,1
9,28,congruent,RED,red,467.40293720492025,1
9,29,congruent,RED,red,488.66150218613495,1
9,30,congruent,BLUE,blue,501.5735072854452,0
9,31,congruent,BLUE,blue,588.2239137802785,0
9,32,congruent,GREEN,green,509.1794099362132,1
9,33,congruent,BLUE,blue,564.5079863141414,1
9,34,congruent,YELLOW,yellow,636.7469694756055,1
9,35,congruent,RED,red,458.3431392164597,1
9,36,congruent,RED,red,558.1753581078414,1
9,37,congruent,RED,red,453.2915414991302,1
9,38,congruent,GREEN,green,346.9128134637011,1
9,39,congruent,BLUE,blue,388.92580731563186,1
9,40,congruent,GREEN,green,499.98268838868984,0
9,41,congruent,YELLOW,yellow,567.3047536176053,1
9,42,congruent,RED,red,511.2803490519221,1
9,43,congruent,YELLOW,yellow,544.9244690775649,1
9,44,congruent,BLUE,blue,660.2590420443385,1
9,45,congruent,GREEN,green,371.803995641891,1
9,46,congruent,BLUE,blue,635.348789408388,1
9,47,congruent,GREEN,green,563.9071392473974,1
9,48,congruent,YELLOW,yellow,541.7897217335744,1
9,49,congruent,BLUE,blue,487.9141328238072,1
9,50,congruent,GREEN,green,536.6555475280614,1
9,51,congruent,YELLOW,yellow,622.1834607705363,1
9,52,congruent,YELLOW,yellow,520.0117533860564,1
9,53,congruent,RED,red,622.7491694566824,1
9,54,congruent,GREEN,green,536.9853152887813,1
9,55,congruent,YELLOW,yellow,484.95841315634664,1
9,56,congruent,RED,red,499.20380921746676,1
9,57,congruent,GREEN,green,585.7202047446983,1
9,58,congruent,BLUE,blue,396.7218674132491,1
9,59,congruent,BLUE,blue,515.5064256002353,1
9,60,congruent,YELLOW,yellow,530.9184129247218,1
9,61,congruent,YELLOW,yellow,574.2743481994377,1
9,62,congruent,BLUE,blue,384.18699189350843,1
9,63,congruent,RED,red,470.4508992072076,1
9,64,congruent,YELLOW,yellow,550.6734381418366,1
9,65,congruent,RED,red,389.3071560240732,1
9,66,congruent,YELLOW,yellow,621.125465579013,1
9,67,congruent,RED,red,424.46876011459585,1
9,68,congruent,RED,red,483.10744734845986,1
9,69,congruent,BLUE,blue,595.1774419941532,0
9,70,congruent,BLUE,blue,587.5196516792842,1
9,71,congruent,BLUE,blue,368.6124470279725,1
9,72,congruent,BLUE,blue,585.6895561516747,1
9,73,congruent,BLUE,blue,431.7108149439065,1
9,74,congruent,BLUE,blue,450.27169020045193,1
9,75,congruent,GREEN,green,531.2720294248011,0
9,76,congruent,YELLOW,yellow,418.37960127891733,1
9,77,congruent,GREEN,green,422.01571682405057,1
9,78,congruent,RED,red,417.5633871691375,0
9,79,congruent,RED,red,615.6891377462258,1
9,80,congruent,RED,red,449.5333034106126,1
9,81,congruent,YELLOW,yellow,395.4541298858125,0
9,82,congruent,BLUE,blue,345.45625122908524,1
9,83,congruent,BLUE,blue,437.01879117471003,1
9,84,congruent,RED,red,443.1766101327204,1
9,85,congruent,BLUE,blue,421.6271214669598,1
9,86,congruent,YELLOW,yellow,620.6214182716901,1
9,87,congruent,GREEN,green,641.5399670323081,1
9,88,congruent,RED,red,559.4836960090748,1
9,89,congruent,RED,red,575.0244138876353,1
9,90,congruent,BLUE,blue,510.34629231219196,1
9,91,congruent,YELLOW,yellow,631.6157209290392,1
9,92,congruent,BLUE,blue,559.7621449997207,1
9,93,congruent,RED,red,623.2481761871601,1
9,94,congruent,BLUE,blue,495.4666017838962,1
9,95,congruent,GREEN,green,514.9835770601933,1
9,96,congruent,RED,red,481.1961951112745,1
9,97,congruent,RED,red,580.7720319248897,1
9,98,congruent,YELLOW,yellow,450.87834230145904,1
9,99,congruent,YELLOW,yellow,540.8682801612539,1
9,100,congruent,YELLOW,yellow,465.753015454549,1
9,101,incongruent,BLUE,red,505.45639555457007,1
9,102,incongruent,YELLOW,red,748.0366085996184,1
9,103,incongruent,GREEN,red,659.7479430636168,1
9,104,incongruent,BLUE,red,504.0583595047,1
9,105,incongruent,BLUE,yellow,644.4073949435498,1
9,106,incongruent,GREEN,red,554.2573736990714,1
9,107,incongruent,GREEN,yellow,815.862602377869,1
9,108,incongruent,RED,blue,784.1191346650864,0
9,109,incongruent,YELLOW,red,332.60088378146946,1
9,110,incongruent,BLUE,green,807.2107748209372,1
9,111,incongruent,GREEN,blue,567.9661973076368,1
9,112,incongruent,GREEN,yellow,645.9770317051792,1
9,113,incongruent,GREEN,yellow,638.0501957357159,1
9,114,incongruent,GREEN,red,649.4222623587714,1
9,115,incongruent,BLUE,green,738.0620397278858,1
9,116,incongruent,GREEN,blue,502.4872205458396,1
