subject,trial,condition,word,ink,rt,accuracy
11,1,congruent,BLUE,blue,512.8208401418353,1
11,2,congruent,BLUE,blue,413.3140991757598,0
11,3,congruent,YELLOW,yellow,439.02873621273034,1
11,4,congruent,RED,red,467.4926788395729,1
11,5,congruent,BLUE,blue,471.80332739819033,1
11,6,congruent,GREEN,green,432.0065766126563,1
11,7,congruent,GREEN,green,581.8976320936094,1
11,8,congruent,GREEN,green,403.2867683685555,1
11,9,congruent,YELLOW,yellow,504.90744119522657,1
11,10,congruent,RED,red,569.4585506534601,1
11,11,congruent,BLUE,blue,562.3944222612964,1
11,12,congruent,BLUE,blue,530.9019571185838,1
11,13,congruent,BLUE,blue,573.1560039957258,1
11,14,congruent,BLUE,blue,404.5433062781244,1
11,15,congruent,RED,red,450.8344358542673,1
11,16,congruent,GREEN,green,510.5378062563714,1
11,17,congruent,RED,red,457.9016822060294,1
11,18,congruent,GREEN,green,583.3122307890158,1
11,19,congruent,GREEN,green,511.0545231003296,1
11,20,congruent,BLUE,blue,666.6441236655146,1
11,21,congruent,RED,red,561.6106423590312,1
11,22,congruent,YELLOW,yellow,412.1637956164738,1
11,23,congruent,YELLOW,yellow,570.4863455523066,1
11,24,congruent,GREEN,green,488.66063350534125,1
11,25,congruent,GREEN,green,349.88384416236073,1
11,26,congruent,YELLOW,yellow,489.4457755721119,0
11,27,congruent,GREEN,green,499.6113133379429,0
11,28,congruent,YELLOW,yellow,505.9796392116513,1
11,29,congruent,RED,red,683.1283662713581,1
11,30,congruent,GREEN,green,487.17048782105934,1
11,31,congruent,RED,red,477.9402153373952,0
11,32,congruent,BLUE,blue,420.0026126697091,1
11,33,congruent,BLUE,blue,376.0686770364093,1
11,34,congruent,BLUE,blue,460.1002947565604,1
11,35,congruent,GREEN,green,503.21692643481293,0
11,36,congruent,RED,red,403.40354141152375,1
11,37,congruent,BLUE,blue,558.3487691428519,1
11,38,congruent,RED,red,492.41480784487004,1
11,39,congruent,RED,red,479.52973661826894,1
11,40,congruent,GREEN,green,440.2764640861208,1
11,41,congruent,RED,red,455.4253555755847,1
11,42,congruent,BLUE,blue,484.5842798244807,1
11,43,congruent,GREEN,green,309.9111008037735,1
11,44,congruent,YELLOW,yellow,572.6890339661359,1
11,45,congruent,YELLOW,yellow,539.5561167382083,1
11,46,congruent,YELLOW,yellow,356.630795603773,1
11,47,congruent,GREEN,green,430.4585265909202,1
11,48,congruent,RED,red,437.9225273901644,1
11,49,congruent,GREEN,green,487.92500717423866,1
11,50,congruent,GREEN,green,408.5147134186809,1
11,51,congruent,RED,red,647.7738535374665,1
11,52,congruent,BLUE,blue,515.4919275807596,1
11,53,congruent,BLUE,blue,472.79599523890505,1
11,54,congruent,GREEN,green,662.8800240414637,1
11,55,congruent,GREEN,green,385.9290473632163,1
11,56,congruent,YELLOW,yellow,510.2095967475897,1
11,57,congruent,BLUE,blue,661.6713136580055,1
11,58,congruent,YELLOW,yellow,331.46815063690406,1
11,59,congruent,RED,red,596.3824086360821,1
11,60,congruent,GREEN,green,696.518254917705,1
11,61,congruent,GREEN,green,595.9184551001367,1
11,62,congruent,YELLOW,yellow,529.6496628586854,1
11,63,congruent,RED,red,574.50791583057,1
11,64,congruent,RED,red,365.384425973411,1
11,65,congruent,RED,red,464.1498473609398,1
11,66,congruent,BLUE,blue,521.7870670836388,1
11,67,congruent,YELLOW,yellow,370.1470435180719,1
11,68,congruent,YELLOW,yellow,535.088038581397,1
11,69,congruent,YELLOW,yellow,460.9012822284531,1
11,70,congruent,GREEN,green,594.1572698667169,1
11,71,congruent,YELLOW,yellow,508.7650059221411,0
11,72,congruent,GREEN,green,543.1768733331885,1
11,73,congruent,RED,red,576.2640947789661,1
11,74,congruent,BLUE,blue,494.44270546048926,1
11,75,congruent,GREEN,green,482.0749323232914,1
11,76,congruent,YELLOW,yellow,412.5969574704972,1
11,77,congruent,RED,red,450.7507898478972,1
11,78,congruent,BLUE,blue,548.5426021737807,1
11,79,congruent,YELLOW,yellow,523.8625006704734,0
11,80,congruent,YELLOW,yellow,604.0839471219248,1
11,81,congruent,YELLOW,yellow,437.04613169439375,1
11,82,congruent,YELLOW,yellow,669.801539913914,1
11,83,congruent,GREEN,green,515.8217906392102,1
11,84,congruent,RED,red,516.2833275699014,1
11,85,congruent,GREEN,green,496.54059196944877,1
11,86,congruent,GREEN,green,495.5470602367933,1
11,87,congruent,GREEN,green,423.2893242969579,1
11,88,congruent,BLUE,blue,350.2626773385252,1
11,89,congruent,RED,red,507.39782016001527,1
11,90,congruent,YELLOW,yellow,475.12449120809225,1
11,91,congruent,YELLOW,yellow,507.71924061123445,1
11,92,congruent,RED,red,516.4825591428298,1
11,93,congruent,BLUE,blue,561.8137698976182,1
11,94,congruent,RED,red,424.921412016128,1
11,95,congruent,YELLOW,yellow,582.1209602543333,1
11,96,congruent,GREEN,green,394.7727729689471,0
11,97,congruent,YELLOW,yellow,564.6230278737673,1
11,98,congruent,BLUE,blue,531.4240955557879,0
11,99,congruent,GREEN,green,539.9889402499291,1
11,100,congruent,RED,red,427.9882741329936,1
11,101,incongruent,BLUE,green,791.806126397273,1
11,102,incongruent,YELLOW,blue,560.5634420036957,1
11,103,incongruent,YELLOW,red,595.4181447529663,1
11,104,incongruent,BLUE,red,594.5806536888983,1
11,105,incongruent,GREEN,yellow,728.696355042953,0
11,106,incongruent,BLUE,yellow,831.8203535016308,1
11,107,incongruent,BLUE,yellow,562.628404340572,1
11,108,incongruent,RED,green,715.5103288294147,1
11,109,incongruent,GREEN,yellow,712.4378530301934,1
11,110,incongruent,RED,yellow,621.149184699906,0
11,111,incongruent,RED,green,497.75354647120844,1
11,112,incongruent,YELLOW,green,564.2481802070954,1
11,113,incongruent,RED,green,709.2314803538187,0
11,114,incongruent,BLUE,yellow,654.5863790563374,1
11,115,incongruent,RED,yellow,767.5657819432521,1
11,116,incongruent,YELLOW,green,569.104853683539,1
11,117,incongruent,BLUE,yellow,651.6344830865385,1
11,118,incongruent,RED,yellow,779.1787788318591,1
11,119,incongruent,RED,green,460.84148426954675,1
11,120,incongruent,GREEN,blue,559.5060400134897,1
11,121,incongruent,GREEN,red,627.373676350169,1
11,122,incongruent,BLUE,red,681.7040158577705,1
11,123,incongruent,GREEN,yellow,617.3927786428027,1
11,124,incongruent,BLUE,yellow,758.1314693446933,1
11,125,incongruent,YELLOW,blue,699.8435107930685,1
11,126,incongruent,GREEN,yellow,817.8369779732924,1
11,127,incongruent,YELLOW,green,508.9582598697346,1
11,128,incongruent,YELLOW,red,709.5686940447096,1
11,129,incongruent,YELLOW,green,600.5256657381427,1
11,130,incongruent,RED,yellow,671.4079032961665,1
11,131,incongruent,YELLOW,red,499.08711392246147,1
11,132,incongruent,RED,yellow,545.0792605666813,1
11,133,incongruent,RED,green,770.9357181423176,1
11,134,incongruent,YELLOW,red,797.1293513255247,1
11,135,incongruent,RED,blue,602.1890482992691,1
11,136,incongruent,GREEN,blue,649.1928375595701,1
11,137,incongruent,BLUE,yellow,462.8751103294857,1
11,138,incongruent,GREEN,yellow,657.6708975976329,1
11,139,incongruent,RED,green,615.2706922381474,1
11,140,incongruent,RED,blue,821.6342342173476,1
11,141,incongruent,RED,blue,702.4225342082832,1
11,142,incongruent,YELLOW,blue,808.2001900875582,0
11,143,incongruent,BLUE,green,677.4562639778909,1
11,144,incongruent,BLUE,yellow,719.7801154749385,1
11,145,incongruent,GREEN,blue,729.5577514845997,1
11,146,incongruent,RED,green,441.31110227081456,0
11,147,incongruent,GREEN,red,736.5328773716906,1
11,148,incongruent,BLUE,green,701.7845746713944,1
11,149,incongruent,RED,yellow,727.9393363530992,1
11,150,incongruent,RED,yellow,657.4546761317172,1
11,151,incongruent,BLUE,yellow,655.5400755677085,1
11,152,incongruent,YELLOW,red,590.3954895115454,1
11,153,incongruent,GREEN,red,429.9350874170093,1
11,154,incongruent,BLUE,green,533.3700591899121,1
11,155,incongruent,GREEN,red,642.3946112695268,1
11,156,incongruent,RED,blue,538.0331855478063,1
11,157,incongruent,RED,green,582.0011440782837,1
11,158,incongruent,YELLOW,blue,721.7327719108979,1
11,159,incongruent,RED,blue,714.1041471469811,1
11,160,incongruent,RED,green,649.0994946060052,1
11,161,incongruent,GREEN,blue,765.6108989258998,1
