subject,trial,condition,word,ink,rt,accuracy
4,1,congruent,GREEN,green,481.21921344333254,1
4,2,congruent,BLUE,blue,269.87021757519636,0
4,3,congruent,GREEN,green,419.9647501997759,1
4,4,congruent,YELLOW,yellow,518.302183034884,1
4,5,congruent,YELLOW,yellow,506.56569094220725,1
4,6,congruent,RED,red,554.821014236645,1
4,7,congruent,YELLOW,yellow,409.10335024916026,1
4,8,congruent,YELLOW,yellow,530.7590900409068,1
4,9,congruent,YELLOW,yellow,539.4195005215931,1
4,10,congruent,GREEN,green,452.5876268010129,1
4,11,congruent,BLUE,blue,365.2375912045587,1
4,12,congruent,RED,red,572.466307098377,1
4,13,congruent,YELLOW,yellow,483.35061551968613,1
4,14,congruent,YELLOW,yellow,510.4753516326746,1
4,15,congruent,GREEN,green,462.41127260869155,1
4,16,congruent,GREEN,green,396.3730961623038,1
4,17,congruent,YELLOW,yellow,467.49449369750596,1
4,18,congruent,RED,red,570.263564024499,1
4,19,congruent,RED,red,566.6296689833464,1
4,20,congruent,GREEN,green,561.3472073559561,1
4,21,congruent,RED,red,436.03338947475106,1
4,22,congruent,RED,red,364.49857781697636,1
4,23,congruent,YELLOW,yellow,536.0294313133221,1
4,24,congruent,BLUE,blue,498.58738177179623,1
4,25,congruent,GREEN,green,496.9487973794897,1
4,26,congruent,RED,red,461.94873385877645,1
4,27,congruent,RED,red,364.5176964278339,1
4,28,congruent,GREEN,green,538.0702694651058,1
4,29,congruent,BLUE,blue,411.8780945238665,1
4,30,congruent,YELLOW,yellow,441.3143056882743,1
4,31,congruent,BLUE,blue,307.662636145684,1
4,32,congruent,YELLOW,yellow,684.5329981881247,1
4,33,congruent,YELLOW,yellow,531.1992562313499,1
4,34,congruent,BLUE,blue,391.1381781671969,1
4,35,congruent,YELLOW,yellow,508.45176484499825,1
4,36,congruent,BLUE,blue,451.419763931277,1
4,37,congruent,YELLOW,yellow,629.8021311723589,1
4,38,congruent,YELLOW,yellow,654.0945037724556,1
4,39,congruent,YELLOW,yellow,663.7600361816963,0
4,40,congruent,YELLOW,yellow,461.2323294503487,1
4,41,congruent,RED,red,529.0073036442343,1
4,42,congruent,BLUE,blue,652.8978099469794,1
4,43,congruent,GREEN,green,478.03846851810283,1
4,44,congruent,YELLOW,yellow,447.84786996648666,1
4,45,congruent,BLUE,blue,579.7068290883284,1
4,46,congruent,GREEN,green,560.4150966597879,1
4,47,congruent,RED,red,529.0111675917669,1
4,48,congruent,YELLOW,yellow,439.9806680548483,1
4,49,congruent,BLUE,blue,593.1081627396705,1
4,50,congruent,YELLOW,yellow,344.0980146345265,1
4,51,congruent,RED,red,601.4914874686766,1
4,52,congruent,YELLOW,yellow,405.775033130863,1
4,53,congruent,GREEN,green,607.2861079015372,1
4,54,congruent,GREEN,green,597.6829701352598,1
4,55,congruent,GREEN,green,487.77746642415616,1
4,56,congruent,GREEN,green,588.6714561500622,1
4,57,congruent,BLUE,blue,441.4423955194149,1
4,58,congruent,GREEN,green,691.13305959164,1
4,59,congruent,RED,red,392.1526586972701,1
4,60,congruent,RED,red,585.1960774804043,1
4,61,congruent,GREEN,green,501.0979067122559,1
4,62,congruent,GREEN,green,574.6108351081766,1
4,63,congruent,RED,red,441.39507156244815,0
4,64,congruent,YELLOW,yellow,574.1466766364113,1
4,65,congruent,RED,red,480.9568978254173,1
4,66,congruent,GREEN,green,505.76816371201795,1
4,67,congruent,BLUE,blue,501.5668243419234,1
4,68,congruent,RED,red,579.9654105064253,1
4,69,congruent,BLUE,blue,356.01804015201395,1
4,70,congruent,GREEN,green,561.3916378077387,1
4,71,congruent,GREEN,green,379.3237835829504,1
4,72,congruent,YELLOW,yellow,518.5496760092904,1
4,73,congruent,RED,red,489.19715511931827,1
4,74,congruent,YELLOW,yellow,481.8561949292326,1
4,75,congruent,RED,red,495.30185076851575,1
4,76,congruent,GREEN,green,495.8785350678427,1
4,77,congruent,BLUE,blue,497.98103676113476,1
4,78,congruent,BLUE,blue,500.1999985458957,1
4,79,congruent,RED,red,374.19496683670604,1
4,80,congruent,GREEN,green,566.9860657017185,1
4,81,congruent,RED,red,356.88711974276316,1
4,82,congruent,GREEN,green,564.5236555889851,1
4,83,congruent,GREEN,green,450.62067947949765,1
4,84,congruent,BLUE,blue,484.8568224008302,1
4,85,congruent,RED,red,521.1070293640265,1
4,86,congruent,GREEN,green,562.0327027161068,1
4,87,congruent,BLUE,blue,382.38670339751934,1
4,88,congruent,RED,red,392.88364517147,1
4,89,congruent,YELLOW,yellow,487.76090454989014,1
4,90,congruent,RED,red,583.3992818103519,1
4,91,congruent,YELLOW,yellow,477.24569878949933,1
4,92,congruent,YELLOW,yellow,594.6712466216529,1
4,93,congruent,GREEN,green,466.7022203404382,1
4,94,congruent,BLUE,blue,498.78382274877447,1
4,95,congruent,GREEN,green,611.5591799790985,1
4,96,congruent,YELLOW,yellow,574.2968291644546,1
4,97,congruent,GREEN,green,453.745999695131,1
4,98,congruent,BLUE,blue,456.94630653267103,1
4,99,congruent,YELLOW,yellow,545.059934286164,1
4,100,congruent,BLUE,blue,720.0883426774294,1
4,101,incongruent,RED,green,693.8328909208974,0
4,102,incongruent,RED,blue,610.5783917593346,1
4,103,incongruent,GREEN,blue,637.7598905216558,1
4,104,incongruent,BLUE,yellow,494.7148117907067,1
4,105,incongruent,GREEN,blue,547.6912153969706,1
4,106,incongruent,YELLOW,green,619.6366453459377,0
4,107,incongruent,BLUE,yellow,685.0833550698584,1
4,108,incongruent,YELLOW,blue,627.9835062222592,1
4,109,incongruent,RED,green,564.8616306791522,1
4,110,incongruent,RED,yellow,778.0380764002576,1
4,111,incongruent,BLUE,green,599.1717703931023,1
4,112,incongruent,GREEN,blue,770.9153637505965,1
4,113,incongruent,BLUE,green,634.3429985005679,1
4,114,incongruent,RED,green,580.0132628580355,1
4,115,incongruent,GREEN,red,532.6343461733775,1
4,116,incongruent,RED,yellow,698.8989275156092,1
4,117,incongruent,RED,green,746.2768294964629,1
4,118,incongruent,GREEN,yellow,656.2309532988929,1
4,119,incongruent,GREEN,blue,860.0142103243176,1
4,120,incongruent,GREEN,blue,835.6196129358067,1
4,121,incongruent,YELLOW,green,715.5970943169467,0
4,122,incongruent,YELLOW,blue,650.3576888162353,1
4,123,incongruent,BLUE,yellow,703.8002618404536,0
4,124,incongruent,YELLOW,green,595.8536392406036,1
4,125,incongruent,YELLOW,blue,672.5605690423625,1
4,126,incongruent,RED,green,820.8257253964965,1
4,127,incongruent,BLUE,yellow,587.1209739176873,1
4,128,incongruent,RED,green,633.6432058064299,1
4,129,incongruent,GREEN,red,622.4249269815352,1
4,130,incongruent,BLUE,yellow,617.6155098019029,1
4,131,incongruent,GREEN,yellow,599.4437196987147,1
4,132,incongruent,YELLOW,blue,552.4439277014327,1
4,133,incongruent,YELLOW,green,510.83922388929585,1
4,134,incongruent,RED,blue,699.5956464801694,1
4,135,incongruent,BLUE,green,731.5233295179106,1
4,136,incongruent,GREEN,red,699.6238865894913,1
4,137,incongruent,RED,blue,686.931838500196,1
4,138,incongruent,GREEN,red,534.6204522710613,0
4,139,incongruent,GREEN,yellow,761.7372272470104,1
4,140,incongruent,RED,yellow,688.2624207239987,1
